Parameter name,Datatype,Default,Description
ncell,``integer :: ncell(3)``,``ncell(1:3) = 1``,WIP
ell,``real*8 :: ell(3)``,automatic,WIP
center_type,``integer``,``1``,WIP
starting_point,``double precision :: starting_point(3)``,``starting_point(:) = 0``,WIP
da,``real*8 :: da(3)``,``da(:) = 0``,WIP
extr_point,``real*8 :: extr_point(3)``,``extr_point(:) = 0``,WIP
n_extr_points,``integer``,``0``,WIP
